Sample Name,Sample Description,Sample ID,Run ID,Experiment type,Instrument model,Release version
"Non-tumor DNA sample from antecubital crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451710,SRR920112,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451710,SRR920159,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451711,SRR920113,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451711,SRR920160,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from back of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from back of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451712,SRR920114,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from back of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from back of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451712,SRR920161,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from external auditory canal of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from external auditory canal of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451713,SRR920115,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from external auditory canal of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from external auditory canal of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451713,SRR920162,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from external auditory canal of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from external auditory canal of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451714,SRR920116,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from external auditory canal of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from external auditory canal of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451714,SRR920163,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from glabella of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from glabella of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451715,SRR920117,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from glabella of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from glabella of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451715,SRR920164,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from hypothenar palm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from hypothenar palm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451716,SRR920118,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from hypothenar palm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from hypothenar palm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451716,SRR920165,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from hypothenar palm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from hypothenar palm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451717,SRR920119,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from hypothenar palm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from hypothenar palm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451717,SRR920166,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from inguinal crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from inguinal crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451718,SRR920120,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from inguinal crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from inguinal crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451718,SRR920167,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from inguinal crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from inguinal crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451719,SRR920121,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from inguinal crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from inguinal crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451719,SRR920168,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from manubrium of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from manubrium of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451720,SRR920122,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from manubrium of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from manubrium of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451720,SRR920169,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451721,SRR920123,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451721,SRR920170,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451722,SRR920124,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451722,SRR920171,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from occiput of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from occiput of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451723,SRR920125,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from occiput of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from occiput of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451723,SRR920172,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from plantar heel of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from plantar heel of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451724,SRR920126,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from plantar heel of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from plantar heel of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451724,SRR920173,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from plantar heel of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from plantar heel of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451725,SRR920127,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from plantar heel of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from plantar heel of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451725,SRR920174,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451726,SRR920128,amplicon,454 GS FLX Titanium,2
